"total_approved","total_amount_approved","total_denied","total_canceled","total_waiting","total_solved","total_canceled_problems","total_waiting_problems","total_completed_tasks","total_amount_completed_tasks","total_waiting_tasks","total_skipped_tasks","total_completed_tasks_by_kablan","total_amount_completed_tasks_by_kablan","total_waiting_tasks_by_kablan","total_skipped_tasks_by_kablan"
"0","0","0","2","2","0","9","2","4","7","0","0","0","0","0","0"
