"total_approved","total_amount_approved","total_denied","total_canceled","total_waiting","total_solved","total_canceled_prob","total_waiting_prob","total_completed_tasks","total_amount_completed_tasks","total_waiting_tasks","total_skipped_tasks"
"0","0","0","162","162","0","729","162","60","105","0","0"
